NAME,F1,F2,F3,F4
data/Example.wav0,597.52205636071,1613.6158542244,2511.8207414722,3755.143862857
data/Example.wav1,695.08482750264,1702.1705684883,2596.4426549314,3798.3721204285
data/Example.wav2,726.79075775361,1730.6155823382,2529.5340046066,3807.3841604938
data/Example.wav3,671.77746831661,1823.1958252786,2642.5386648599,3921.9318499606
data/Example.wav4,577.26898654165,1658.9370191395,2507.1801603141,3614.015645664
data/Example.wav5,550.50715392893,1354.6163587701,2112.3328273719,2942.3879848356
data/Example.wav6,670.04807856114,1721.7454434941,2504.7078255405,3639.9429897453
data/Example.wav7,684.92226543433,1890.11653405,2607.1436582297,3881.6624957168
data/Example.wav8,686.58011927018,2006.1528528273,2669.136794332,3930.0540658697
data/Example.wav9,704.61661584064,2082.8734605879,2725.6507811414,3979.9081375397
data/Example.wav10,718.3459924972,2129.5719038273,2778.9886141533,3911.4009273122
data/Example.wav11,738.12105521421,2196.3920645772,2830.6140869643,3945.1600862979
data/Example.wav12,747.04237958363,2237.857111512,2865.114569012,3983.2438265921
data/Example.wav13,757.52187939247,2262.8834603211,2894.0268124866,4032.0698165223
data/Example.wav14,794.56203977908,2292.924977565,2904.0583637964,4064.9564797605
data/Example.wav15,790.79379929141,2305.3923274434,2914.8010821133,4102.8657877773
data/Example.wav16,754.20150106718,2296.2740525424,2918.650672556,4093.5949811472
data/Example.wav17,753.61340981318,2305.5901115967,2941.4827047573,4114.9736665586
data/Example.wav18,751.33217844595,2303.9278506141,2963.7034547421,4080.8958849144
data/Example.wav19,751.74864356987,2294.1665110734,2969.1707952984,4052.0389177847
data/Example.wav20,752.20386983045,2263.360928939,2960.7171490262,4032.3822129235
data/Example.wav21,770.17884730729,2258.3641078018,2947.7116667208,4020.9925609398
data/Example.wav22,781.7230857348,2275.7713813756,2968.5430426945,4073.3883961899
data/Example.wav23,767.10101641372,2285.7353068103,2991.4783499063,4105.5821043231
data/Example.wav24,713.05004776835,2258.4466622408,2990.0470612205,4115.3480667138
data/Example.wav25,611.79691159802,2167.9040513677,2922.8273834669,3995.5696489606
data/Example.wav26,464.79195727922,2216.9362577286,2902.6784093165,3787.1025861146
data/Example.wav27,392.65077113871,2241.0841422316,2882.2942732317,3729.1096892991
data/Example.wav28,356.80948188144,2247.3252814783,2868.0793960479,3702.85889514
data/Example.wav29,336.96760630695,2249.0793730065,2856.165116382,3688.9095833419
data/Example.wav30,326.31161063736,2247.0009123382,2847.4161837995,3678.3972196499
data/Example.wav31,317.02538671669,2246.1384208479,2837.0718363871,3668.4669414712
data/Example.wav32,316.79590213256,2238.2378290309,2824.675433218,3658.6578641634
data/Example.wav33,311.81558256897,2233.9675939463,2811.5328461934,3650.0890246383
data/Example.wav34,309.75658873589,2222.1953328712,2790.414286183,3637.4951211236
data/Example.wav35,303.11815270395,2197.837832488,2759.3459429585,3621.4648678692
data/Example.wav36,300.07733753179,2139.6720086125,2716.2863038275,3597.1401005012
data/Example.wav37,297.80684309916,2029.1431684543,2666.506971908,3593.0227136771
data/Example.wav38,302.76639448877,1883.6034781282,2632.7940494669,3566.5751191196
data/Example.wav39,310.58781561633,1695.7082764436,2601.236230247,3578.9904841841
data/Example.wav40,329.36087833006,1506.8002810867,2566.4763395573,3574.0245757702
data/Example.wav41,333.62735468157,1334.9294797493,2537.2709143742,3615.8915465541
data/Example.wav42,343.92509580352,1257.8475447212,2548.6391645686,3608.75316255
data/Example.wav43,355.72406722302,1266.9464255723,2555.7646922429,3563.6349375376
data/Example.wav44,353.36002227912,1295.7353654834,2541.8089215844,3537.0767119231
data/Example.wav45,360.10719257032,1333.1444398036,2550.7373711499,3524.8237095514
data/Example.wav46,358.56551390636,1421.9067718274,2569.8296019189,3551.4845659541
data/Example.wav47,357.7658626418,1508.5753241142,2581.5213799446,3571.1147640796
data/Example.wav48,361.02201738658,1578.8813353883,2595.1476462419,3581.7117300803
data/Example.wav49,359.07647261526,1644.8610858295,2608.8152577977,3585.0416718124
data/Example.wav50,352.62197368139,1695.4766404854,2607.0439590014,3594.1620970682
data/Example.wav51,363.93985762272,1711.5049267995,2624.5559391621,3569.9536993494
data/Example.wav52,282.14833174003,1635.5232697946,2662.5378306096,3673.038216977
data/Example.wav53,238.01927224549,1685.1430481144,2681.7908743028,3747.4353341452
data/Example.wav54,270.38935671368,1674.0988530661,2620.5867941348,3813.3456431972
data/Example.wav55,287.42503107387,1656.0376999441,2548.1691326839,3885.879845647
data/Example.wav56,297.51074742804,1646.5531864195,2490.0822032756,4001.8682893871
data/Example.wav57,269.08363720329,1655.077611937,2533.8532734755,4098.6280127011
data/Example.wav58,291.6834088795,1563.9680597391,2514.3394585881,4068.4743370009
data/Example.wav59,373.26599306681,1470.057578843,2536.146844644,3887.3002475452
data/Example.wav60,464.84081251292,1476.0974644958,2596.3427561472,3802.4466328158
data/Example.wav61,532.78873151717,1503.9005634588,2676.920756276,3773.1439610296
data/Example.wav62,576.16856668281,1521.9443155695,2715.5888347783,3795.4597465694
data/Example.wav63,612.95424052349,1510.2099246035,2711.3500684311,3787.8224139732
data/Example.wav64,629.38665281266,1492.002887321,2758.1076647479,3813.3658160404
data/Example.wav65,632.21797579559,1503.6043597111,2728.8633162529,3829.6718897114
data/Example.wav66,628.76474066855,1399.3770937252,2727.1828020145,3732.1041409267
data/Example.wav67,636.82813450115,1382.5499430092,2700.6483462805,3741.2426011064
data/Example.wav68,644.06414435002,1402.8814305584,2678.6483434629,3763.5815778003
data/Example.wav69,665.04142466218,1455.4039916695,2678.1631569074,3749.7185747455
data/Example.wav70,663.02640095471,1495.5855143704,2605.103052862,3906.3058331572
data/Example.wav71,666.87902361843,1492.3670177807,2548.1212917739,3984.9389351581
data/Example.wav72,565.20829441295,1576.2356767476,2632.6168249915,4071.170193994
data/Example.wav73,515.69670736895,1637.7511411004,2663.9499991919,4089.5872986757
data/Example.wav74,503.97091344305,1665.6195401257,2674.2587140449,4094.0315967408
data/Example.wav75,425.49895704938,1766.4650539554,2696.6245884735,4260.4823733508
data/Example.wav76,373.34256785695,1823.0120466465,2680.0327994776,4323.569162093
data/Example.wav77,352.98179231673,1867.7963454239,2662.6606669147,4338.386950611
data/Example.wav78,394.96498663179,1871.3698430597,2652.480640111,4438.0934590131
data/Example.wav79,357.14999109269,1775.3942810832,2597.821679099,4298.8668607776
data/Example.wav80,329.50014672427,1705.4079136402,2546.4955851739,4159.707883245
data/Example.wav81,307.70040065388,1823.3596372368,2600.5275099271,4126.8635824877
data/Example.wav82,331.85463932041,1858.1179236975,2641.2118040467,4074.3604692045
data/Example.wav83,362.95336659643,1890.9928581904,2682.2888295717,4041.5167257074
data/Example.wav84,395.24811058994,1914.7150941094,2723.9605952469,3988.2275568943
data/Example.wav85,411.20558961078,1929.6787828841,2747.8092461684,3937.9725447254
data/Example.wav86,421.20889867938,1931.8286149466,2762.7061379994,3864.7284742863
data/Example.wav87,421.4392184673,1931.086725128,2757.3826977846,3843.4368191909
data/Example.wav88,438.84110546341,1972.4725339075,2762.0587036929,3821.7815213943
data/Example.wav89,460.58073076801,2025.9488532225,2754.6314502208,3805.1241307464
data/Example.wav90,421.62897643314,2044.0914463608,2711.1271520164,3769.3899696728
data/Example.wav91,399.71721596614,2058.926479951,2705.7874146976,3758.4099040267
data/Example.wav92,416.14720995061,2037.6188186151,2677.0565388826,3750.8525478367
data/Example.wav93,430.87779998137,2009.8634572749,2639.5504082496,3682.7940646398
data/Example.wav94,452.25289593844,1961.5886699211,2559.1705484334,3584.2487324684
data/Example.wav95,462.445761072,1909.5167531634,2455.4160280392,3545.9361073914
data/Example.wav96,482.17280866176,1895.5670259896,2435.951794668,3540.2539419424
data/Example.wav97,490.35024795837,1866.8436974616,2390.5764806032,3495.2677259183
data/Example.wav98,493.89643265972,1817.7907577135,2283.936074758,3432.3040982108
data/Example.wav99,499.32483389128,1768.2453676194,2182.6663201382,3404.4925450334
data/Example.wav100,501.54574964774,1715.5953501795,2124.6539514113,3438.0173680939
data/Example.wav101,496.83444881034,1661.357467181,2034.4710384306,3429.0932731097
data/Example.wav102,493.33821016323,1608.1208026027,1955.0048338061,3486.907840301
data/Example.wav103,490.27363333303,1584.3721204925,1903.4839084198,3501.8790918752
data/Example.wav104,483.28824573879,1580.6242060002,1912.0759661283,3490.8497664678
data/Example.wav105,474.44398837481,1577.0938272231,1890.4025238958,3458.2107874503
data/Example.wav106,475.37542360127,1533.819895441,1899.8121823989,3478.2891805367
data/Example.wav107,464.13265874006,1536.3615956386,1882.1922270237,3515.3615855186
data/Example.wav108,453.77131017977,1544.3957111412,1942.6323725326,3436.1098847395
data/Example.wav109,450.13037344766,1594.8663833571,2047.5383411226,3498.6682318008
data/Example.wav110,432.11228280491,1639.5408743555,2101.4366428371,3428.2178773501
data/Example.wav111,418.7476514807,1681.9684263359,2135.8698429937,3417.2573438598
data/Example.wav112,405.37164486089,1731.9637739029,2183.068009781,3431.8656066568
data/Example.wav113,392.88949022578,1786.3233000309,2210.5866645872,3438.775446983
data/Example.wav114,373.47498424422,1887.6634665634,2309.1047520058,3502.7913538111
data/Example.wav115,347.58021544311,1989.5405260172,2441.3342981784,3581.8821666824
data/Example.wav116,334.20447177866,2026.0427764121,2537.996652278,3597.5156890971
data/Example.wav117,322.56256822191,2086.2386756228,2655.2181612802,3641.7499170214
data/Example.wav118,339.31306606177,2121.9569235385,2714.601618695,3700.8416260424
data/Example.wav119,341.31847570765,2125.8454023743,2726.6480831385,3698.19282223
data/Example.wav120,360.47400521523,2083.9303132955,2714.2133781016,3698.8186837318
data/Example.wav121,363.11895401783,2061.8057539447,2710.3115213967,3697.0094617327
data/Example.wav122,383.06827375416,1994.4970669734,2660.3108695236,3714.4306330448
data/Example.wav123,404.08641614245,1937.6203804629,2620.623149687,3662.4978748279
data/Example.wav124,413.17327757103,1867.9556395657,2559.8105301385,3645.7808930325
data/Example.wav125,420.48840924349,1745.8197631455,2462.2947690382,3623.2738382094
data/Example.wav126,419.24015127882,1661.3627603046,2402.0858582718,3609.1498816252
data/Example.wav127,419.92142593117,1553.3701410157,2212.1669543006,3806.0794590635
data/Example.wav128,325.96655921713,1418.2152906541,2164.0292399434,3716.7155458931
data/Example.wav129,285.53959516805,1291.439611851,2178.5587655005,3789.895915218
data/Example.wav130,257.65309533225,1218.5108330875,2178.3118797072,3860.0759923151
data/Example.wav131,256.4845056614,1246.2080509715,2187.8759611522,3912.9137399076
data/Example.wav132,237.48059338423,1293.1122046756,2224.7152188789,3872.7789368994
data/Example.wav133,231.33105910341,1331.6714487217,2252.9963353271,3857.1208463411
data/Example.wav134,268.02695223987,1261.3072912057,2215.5171831243,3863.9991230638
data/Example.wav135,282.80125333215,1146.3602859791,2148.7045960966,3863.4310840036
data/Example.wav136,296.67330699241,1112.118512364,1999.134300348,3869.4778641058
data/Example.wav137,311.49366453196,1135.8089651872,1863.2371654663,3755.2260861904
data/Example.wav138,333.62157324149,1213.1364894364,1879.9480040644,3689.2278512617
data/Example.wav139,345.5607083008,1318.7129363109,1889.7195008419,3540.9253154542
data/Example.wav140,357.40208036988,1414.5172389765,1930.3396236752,3495.1288627826
data/Example.wav141,362.92684826126,1520.0242905448,2003.73653667,3567.9446847434
data/Example.wav142,366.73710774578,1601.6251660251,2059.5280953944,3526.7153600325
data/Example.wav143,366.69499481981,1684.9942215935,2122.259777846,3509.3093704064
data/Example.wav144,350.59245571064,1769.2532888706,2177.2342442292,3518.7556200749
data/Example.wav145,334.56431237171,1840.6294549327,2232.9774882685,3521.9472610776
data/Example.wav146,313.78838033154,1914.7019410576,2311.8141328099,3516.1077280251
data/Example.wav147,310.19012664301,1969.835010971,2425.2335739847,3518.840281349
data/Example.wav148,302.80900320664,2047.9417183957,2553.1690892461,3568.219794107
data/Example.wav149,297.39516915469,2096.6393355457,2654.2950922177,3615.8575265317
data/Example.wav150,294.27368328096,2053.2776577473,2657.4283827202,3636.8114921395
data/Example.wav151,302.19488983375,2000.4361802406,2667.5042786057,3723.9152798634
data/Example.wav152,347.69151798424,1942.3041646587,2651.1769464727,3775.0108279076
data/Example.wav153,357.69824291322,1854.4433182923,2623.1762665607,3789.021883587
data/Example.wav154,382.298590076,1760.0694095895,2583.7090903891,3817.8926977624
data/Example.wav155,407.544681226,1697.0892240971,2546.0013972365,3846.0255005238
data/Example.wav156,432.90501383412,1668.942291465,2516.1110777534,3853.6214741954
data/Example.wav157,455.80314284349,1673.3621563098,2481.2291274558,3829.6620809538
data/Example.wav158,513.16046569751,1728.4942696369,2484.5766142185,3835.8372087505
data/Example.wav159,520.47559511808,1794.9972962635,2514.1479034945,3892.157605031
data/Example.wav160,494.31562553244,1854.4309851247,2652.8611180027,3917.992242564
data/Example.wav161,451.79078503202,1891.2121725817,2709.0294581081,3930.0435674529
data/Example.wav162,447.72180897981,1926.0109603596,2769.6251385684,3945.9077971024
data/Example.wav163,443.68664011693,1934.2652914718,2832.1521537725,3994.3110372875
data/Example.wav164,459.41859871302,1983.569985993,2868.728549312,3998.5899277828
data/Example.wav165,498.51064080007,2016.645336893,2909.5466736605,3991.1412149164
data/Example.wav166,524.07448049364,2090.4109922147,2941.9982532749,3988.8098694588
data/Example.wav167,545.82135122228,2156.1257539923,2966.589771008,3994.060189625
data/Example.wav168,521.60264789962,2190.1784279654,2951.4589831588,3996.2754511647
data/Example.wav169,484.75483532198,2175.6258252039,2876.5154919328,3917.8424594445
data/Example.wav170,432.83113203347,2169.8966197721,2831.9110597197,3949.9110165982
data/Example.wav171,420.2181409136,2174.710760575,2808.9433004034,3943.5773811137
data/Example.wav172,427.18166518265,2160.6940822717,2788.9427454686,3954.9041536666
data/Example.wav173,452.5754856033,2114.1011586093,2743.4176750593,3905.0812314116
data/Example.wav174,467.902689499,2073.7500044812,2697.4500378724,3887.3839453134
data/Example.wav175,475.92068343795,2067.6312762084,2690.398663837,3857.9638951645
data/Example.wav176,481.68446116307,2057.0649343116,2681.2625347493,3857.2375689617
data/Example.wav177,478.87185638689,2062.2782686322,2687.1546257201,3870.5476576175
data/Example.wav178,477.20686456125,2071.4276591063,2692.9213486723,3888.9632356477
data/Example.wav179,473.85321004055,2064.9818955172,2702.7409766338,3902.5750003858
data/Example.wav180,471.57397516762,2058.0076730127,2701.6429539424,3923.2985999092
data/Example.wav181,463.39327070989,2062.4155724963,2710.7292500542,3950.0857385988
data/Example.wav182,436.63264382481,2108.8269350166,2740.8830807698,3974.5121483158
data/Example.wav183,421.93712190203,2124.120020693,2752.6735774343,4003.0854669956
data/Example.wav184,407.25894010549,2116.5798855186,2738.0183821999,4117.2975318817
data/Example.wav185,393.64206706869,2113.1990864606,2726.6955138122,4193.5170041296
data/Example.wav186,364.38860828701,2120.2704380799,2709.5678670263,4305.475881294
data/Example.wav187,349.05107035994,2126.4420166202,2703.415348458,4336.332863828
data/Example.wav188,382.14127495407,2101.8597945391,2680.9958065868,4291.6575530802
data/Example.wav189,433.02751439009,2071.5119115541,2676.9676270201,4266.5160326478
data/Example.wav190,464.18040574069,2042.0207793042,2682.0630095096,4219.5391816707
data/Example.wav191,469.66927666099,2020.4697872797,2699.8011032142,4214.3848258913
data/Example.wav192,467.99207336681,1997.9258042487,2704.6726993238,4205.0480268805
data/Example.wav193,476.35627641412,1983.4637738286,2700.874133529,4168.4852171839
data/Example.wav194,496.53432987673,1973.9976793558,2701.9339845395,4137.0757209729
data/Example.wav195,511.19276517874,1973.7510073273,2708.4238299642,4154.2533840339
data/Example.wav196,522.46987988944,1972.1070580081,2716.8125970266,4176.2046307608
data/Example.wav197,528.05177920863,1966.023479174,2725.6557525479,4186.216260439
data/Example.wav198,521.35931869443,1937.6782260099,2733.1671828974,4172.0994554634
data/Example.wav199,516.48601062193,1912.1496940986,2741.8144972493,4174.664276691
data/Example.wav200,508.53933976627,1889.9237442839,2758.8280489463,4180.6410444666
data/Example.wav201,511.76988628895,1873.7659264398,2754.9794043532,4170.2114091619
data/Example.wav202,520.22448146074,1860.5271453638,2751.4736497629,4160.8543942559
data/Example.wav203,522.1239143162,1869.3170929062,2748.5396029318,4163.1634127445
data/Example.wav204,522.00305188969,1863.9120614263,2743.4277255273,4165.1481075985
data/Example.wav205,514.22187730592,1852.8472657238,2737.6833908845,4186.2284870453
data/Example.wav206,512.34681133552,1838.5448308892,2732.2561371092,4211.0677449549
data/Example.wav207,513.33241117189,1826.0366833021,2731.4603579488,4236.1346945278
data/Example.wav208,526.64043092429,1823.7478600659,2743.7283116205,4233.358495036
data/Example.wav209,535.46992659524,1823.5057178916,2744.8768211595,4247.2219964507
data/Example.wav210,554.18123749493,1830.3959338471,2740.5407957143,4265.2768762103
data/Example.wav211,570.9218002932,1841.4510570409,2722.4189874224,4300.0968853856
data/Example.wav212,617.22353556226,1849.2483143883,2718.4883231236,4344.1421939865
data/Example.wav213,665.43777161242,1836.0771128299,2729.6393324108,4367.8180392398
data/Example.wav214,703.70437293314,1821.3334145908,2741.4004918242,4382.2138038751
data/Example.wav215,699.44329632658,1783.2538607526,2744.8242428579,4385.9943377174
data/Example.wav216,697.3043486962,1749.666603893,2780.8910594547,4404.0647527494
data/Example.wav217,693.61318267579,1728.2943907743,2825.8152429777,4416.2020224259
data/Example.wav218,671.05454861209,1706.9955733347,2861.3821672814,4409.2644765564
data/Example.wav219,658.78300226565,1686.7206322291,2861.0406653315,4386.7228112251
data/Example.wav220,653.45351514707,1686.2394613096,2867.4387723059,4377.3884402384
data/Example.wav221,648.37587077443,1697.6534546665,2881.3736606254,4377.8056701026
data/Example.wav222,665.62092809856,1703.6110100217,2880.5358065545,4376.3083909919
data/Example.wav223,641.32710821686,1692.8189746122,2888.2342214662,4378.9493999058
data/Example.wav224,614.12728584631,1643.3613548131,2838.1977496298,4369.2222628127
data/Example.wav225,538.9082013341,1618.4657610387,2819.6836498503,4352.233841317
data/Example.wav226,499.70217919837,1625.5942019207,2818.3132881817,4345.3236028253
data/Example.wav227,513.68339163031,1623.2295635391,2779.8808117325,4319.4639638095
data/Example.wav228,536.53885853999,1572.8804896508,2677.3373984777,4239.7818052822
data/Example.wav229,543.49646563062,1541.2573656911,2560.5590923057,4156.2207523008
data/Example.wav230,521.92435936271,1566.6445690666,2605.9947156188,4179.1581642203
